Country/area,Year,Total Renewable,Solar photovoltaic,Solar thermal energy,Onshore wind energy,Offshore wind energy,Renewable hydropower,Mixed Hydro Plants,Marine energy,Solid biofuels,Renewable municipal waste,Liquid biofuels,Biogas,Geothermal energy,Total Non-Renewable,Pumped storage,Coal and peat,Oil,Natural gas,Fossil fuels n.e.s.,Nuclear,Other non-renewable energy,Wind energy
Venezuela (Bolivarian Republic of),2010,14747.184,0.43,0.0,0.0,0.0,14635.254,0.0,0.0,111.5,0.0,0.0,0.0,0.0,11574.19,0.0,0.0,6896.196,4677.994,0.0,0.0,0.0,0.0
Venezuela (Bolivarian Republic of),2011,14747.256,0.502,0.0,0.0,0.0,14635.254,0.0,0.0,111.5,0.0,0.0,0.0,0.0,12432.71,0.0,0.0,6672.742,5759.968,0.0,0.0,0.0,0.0
Venezuela (Bolivarian Republic of),2012,14776.327,0.573,0.0,19.0,0.0,14635.254,0.0,0.0,121.5,0.0,0.0,0.0,0.0,14416.68,0.0,0.0,7967.874,6448.806,0.0,0.0,0.0,19.0
Venezuela (Bolivarian Republic of),2013,15057.399,0.645,0.0,43.0,0.0,14892.254,0.0,0.0,121.5,0.0,0.0,0.0,0.0,16712.53,0.0,0.0,7527.969,9184.561,0.0,0.0,0.0,43.0
Venezuela (Bolivarian Republic of),2014,15057.471,0.717,0.0,43.0,0.0,14892.254,0.0,0.0,121.5,0.0,0.0,0.0,0.0,16888.02,0.0,0.0,7306.128,9581.892,0.0,0.0,0.0,43.0
Venezuela (Bolivarian Republic of),2015,15315.642,1.888,0.0,43.0,0.0,15149.254,0.0,0.0,121.5,0.0,0.0,0.0,0.0,16919.28,0.0,0.0,8107.117,8812.163,0.0,0.0,0.0,43.0
Venezuela (Bolivarian Republic of),2016,17006.714,1.96,0.0,43.0,0.0,16840.254,0.0,0.0,121.5,0.0,0.0,0.0,0.0,17827.3,0.0,0.0,7325.534,10501.766,0.0,0.0,0.0,43.0
Venezuela (Bolivarian Republic of),2017,17006.786,2.032,0.0,43.0,0.0,16840.254,0.0,0.0,121.5,0.0,0.0,0.0,0.0,17782.3,0.0,0.0,5613.67,12168.63,0.0,0.0,0.0,43.0
Venezuela (Bolivarian Republic of),2018,17012.858,2.104,0.0,43.0,0.0,16846.254,0.0,0.0,121.5,0.0,0.0,0.0,0.0,17782.3,0.0,0.0,3859.396,13922.904,0.0,0.0,0.0,43.0
Venezuela (Bolivarian Republic of),2019,16977.858,2.104,0.0,43.0,0.0,16811.254,0.0,0.0,121.5,0.0,0.0,0.0,0.0,17537.32,0.0,0.0,5434.97,12102.35,0.0,0.0,0.0,43.0
Venezuela (Bolivarian Republic of),2020,16977.858,2.104,0.0,43.0,0.0,16811.254,0.0,0.0,121.5,0.0,0.0,0.0,0.0,17886.42,0.0,0.0,281.208,17605.212,0.0,0.0,0.0,43.0
Venezuela (Bolivarian Republic of),2021,17025.358,3.604,0.0,43.0,0.0,16811.254,0.0,0.0,167.5,0.0,0.0,0.0,0.0,17886.42,0.0,0.0,281.208,17605.212,0.0,0.0,0.0,43.0
Venezuela (Bolivarian Republic of),2022,17025.358,3.604,0.0,43.0,0.0,16811.254,0.0,0.0,167.5,0.0,0.0,0.0,0.0,17886.42,0.0,0.0,281.208,17605.212,0.0,0.0,0.0,43.0
Venezuela (Bolivarian Republic of),2023,17025.893,4.139,0.0,43.0,0.0,16811.254,0.0,0.0,167.5,0.0,0.0,0.0,0.0,18673.774,0.0,0.0,4392.399,14281.375,0.0,0.0,0.0,43.0
